iter	RMSE
475	0.456187168
476	0.4560173039
477	0.4558481842
478	0.4557495792
479	0.4555911414
480	0.4553719778
481	0.455361739
482	0.4552302684
483	0.4550289048
484	0.4548392112
485	0.4546861601
486	0.454474242
487	0.4543016106
488	0.4542915327
489	0.4540728761
490	0.4538430647
491	0.4536662221
492	0.4536557675
493	0.4534564147
494	0.4533098221
495	0.4531927445
496	0.4530376368
497	0.4528453931
498	0.4527210945
499	0.4524801896
500	0.4522505453
501	0.4521055962
502	0.4518486678
503	0.4516723968
504	0.451535654
505	0.4514194534
506	0.4514092679
507	0.4512763158
508	0.4511852844
509	0.4511754611
510	0.45098571
511	0.4508042942
512	0.450707915
513	0.4505833666
514	0.4503890669
515	0.4501873442
516	0.4499554635
517	0.4498313357
518	0.4496572912
519	0.4494434523
520	0.4492305985
521	0.4491049108
522	0.4489718253
523	0.4488181337
524	0.44861617
525	0.4485323843
526	0.4483172077
527	0.4481248463
528	0.4480687985
529	0.4479691426
530	0.4478937065
531	0.4478666474
532	0.4477078968
533	0.4475923249
534	0.4474359012
535	0.4472820831
536	0.4470650894
537	0.4468508374
538	0.4466931023
539	0.4466841605
540	0.4464880279
541	0.4463752846
542	0.4462581545
543	0.4461084705
544	0.4459898897
545	0.4458381319
546	0.4457241546	547	0.4455552016
548	0.4454025112
549	0.4453105292
550	0.4451108259
551	0.444959443
552	0.4449502133
553	0.4448199756
554	0.4446821313
555	0.4445223371
556	0.4444240929
557	0.4443164792
558	0.4441796395
559	0.4441708296
560	0.4440505442
561	0.4438723625
562	0.4437437258
563	0.443600199
564	0.4434268914
565	0.4431920336
566	0.4430879128
567	0.4428983878
568	0.4427270413
569	0.442615787
570	0.4425204386
571	0.4423993718
572	0.4422246892
573	0.4420206112
574	0.4418933393
575	0.4417196293
576	0.4415446628
577	0.441427602
578	0.4412799031
579	0.4412320704
580	0.4410800776
581	0.4409534442
582	0.440813322
583	0.4406919107
584	0.4404772434
585	0.440433244
586	0.4403123631
587	0.4401685816
588	0.4400620018
589	0.4398430572
590	0.4396715373
591	0.4395183407
592	0.4392932145
593	0.4391456071
594	0.439136373
595	0.4389952131
596	0.438902622
597	0.4387572318
598	0.4385020589
599	0.4383871629
600	0.4382117603
601	0.4380754839
602	0.437876505
603	0.4377130847
604	0.4376102301
605	0.4374392453
606	0.437431107
607	0.4374223254
608	0.4373019179
609	0.4371880273
610	0.4370707441
611	0.4368976375
612	0.436745966
613	0.4366071731
614	0.4364525236
615	0.4363396224
616	0.4363316096
617	0.4362298265
618	0.4360868835
619	0.4359637281
620	0.4358653326
621	0.435748539
622	0.4356176408
623	0.4354343773
624	0.4353637701
625	0.4352104006
626	0.4350668776
627	0.4349253525
628	0.4347872828
629	0.4347121926
630	0.4345235569
631	0.4344229048
632	0.4342982498
633	0.4342178385
634	0.434055219
635	0.4338738922
636	0.4338663393
637	0.4337269246
638	0.4335816991
639	0.4334235978
640	0.4333261725
641	0.4332480696
642	0.4331406459
643	0.4330058038
644	0.4329129649
645	0.432787301
646	0.4326620526
647	0.4325804816
648	0.4324295252
649	0.432316683
650	0.4321787102
651	0.4320416682
652	0.4319048164
653	0.4317203893
654	0.4315815792
655	0.4315743037
656	0.4314182453
657	0.4312592936
658	0.4310832491
659	0.4309366829
660	0.4307816871
661	0.4307085507
662	0.4307015315
663	0.430600891
664	0.4304415238
665	0.430313963
666	0.4302111103
667	0.4300349906
668	0.429855626
669	0.4298003024
670	0.4296683584
671	0.4295538232
672	0.4294011028
673	0.4292898116
674	0.4291970497
675	0.4290971311
676	0.4289771821
677	0.4289705193
678	0.4288249882
679	0.4286782337
680	0.4285746861
681	0.4284491948
682	0.4282887055
683	0.4282123028
684	0.4280841479
685	0.4279733778
686	0.4277862996
687	0.4277092444
688	0.4275832305
689	0.4274416284
690	0.4273049747
691	0.4271276969
692	0.4269984469
693	0.4268727198
694	0.4267128143
695	0.426528102
696	0.4264018573
697	0.426278992
698	0.4261537148
699	0.4260839427
700	0.4259343814
701	0.4257785477
702	0.4256678527
703	0.4255436899
704	0.4254095054
705	0.4253619333
706	0.4252546399
707	0.4251135119
708	0.4250404102
709	0.4248832657
710	0.4247400781
711	0.4246072508
712	0.4245633591
713	0.4244168448
714	0.4241091932
715	0.4240052351
716	0.4238863144
717	0.4238576776
718	0.4236802673
719	0.42354384
720	0.423406965
721	0.4232256356
722	0.4230806143
723	0.4229221257
724	0.4227630142
725	0.4226823611
726	0.4225615237
727	0.4223780902
728	0.4223720165
729	0.422257484
730	0.4221034496
731	0.4220184538
732	0.4218344473
733	0.421703027
734	0.421580445
735	0.4214622267
736	0.4213722907
737	0.4212338783
738	0.4212276931
739	0.4212219843
740	0.4211106721
741	0.4210027186
742	0.4208760207
743	0.4207954549
744	0.4205934457
745	0.4205273249
746	0.4204236405
747	0.420317795
748	0.4201409504
749	0.4199781203
750	0.4199150579
751	0.419806737
752	0.4197069456
753	0.419623349
754	0.419472605
755	0.4194078134
756	0.4194021607
757	0.4193167737
758	0.4191404258
759	0.4190313256
760	0.4190258682
761	0.418912804
762	0.418793703
763	0.4186546936
764	0.4184786549
765	0.4183463901
766	0.4181675231
767	0.4180930388
768	0.4179419391
769	0.4178409715
770	0.4178357485
771	0.417694442
772	0.4176098101
773	0.4175178891
774	0.4174584534
775	0.417321449
776	0.4171282919
777	0.4170117577
778	0.4168821046
779	0.4167426219
780	0.4166618741
781	0.4166450414
782	0.4165811481
783	0.4164955395
784	0.4163496206
785	0.4162041101
786	0.4161059759
787	0.4159223315
788	0.415838716
789	0.4157194649
790	0.415624095
791	0.4155171309
792	0.4154050671
793	0.4152613029
794	0.4152560743
795	0.415056295
796	0.4148842436
797	0.4147677753
798	0.4146101637
799	0.4145269847
800	0.4144026104
801	0.4142787491
802	0.4142148885
803	0.4140798792
804	0.4140287096
805	0.4139146999
806	0.4138589028
807	0.413708562
808	0.4136319043
809	0.4135035439
810	0.4134987855
811	0.4134402391
812	0.4133707377
813	0.4133074207
814	0.4132139818
815	0.4130704906
816	0.4129769308
817	0.4128419717
818	0.4127284699
819	0.4126489903
820	0.412534104
821	0.4124987354
822	0.4124150534
823	0.4122768412
824	0.4122017416
825	0.412088013
826	0.4120834069
827	0.4119981373
828	0.411986477
829	0.4118997879
830	0.4117746818
831	0.411650991
832	0.4114929255
833	0.4114027385
834	0.4113372445
835	0.4112442031
836	0.4111103755
837	0.4110303822
838	0.4109946133
839	0.4108508746
840	0.4107654167
841	0.410691653
842	0.4105777039
843	0.4104269112
844	0.4103524548
845	0.4101769015
846	0.4100772821
847	0.4099724753
848	0.4098102963
849	0.4097524883
850	0.4096814629
851	0.4096432129
852	0.4094605139
853	0.4093607007
854	0.4093562141
855	0.4092874297
856	0.4091392775
857	0.4090271909
858	0.4089275696
859	0.4087934946
860	0.4086759792
861	0.4086184743
862	0.4084649135
863	0.408327002
864	0.408256045
865	0.4081141415
866	0.4079815676
867	0.407889208
868	0.407755962
869	0.4076639034
870	0.4075946141
871	0.4075806634
872	0.407418075
873	0.4073312583
874	0.4071703168
875	0.4070133278
876	0.4068486032
877	0.4067403074
878	0.4066485071
879	0.4065250572
880	0.4064029509
881	0.4062610762
882	0.4061108879
883	0.405987376
884	0.4057914994
885	0.4056469215
886	0.4055459885
887	0.4054002523
888	0.4052487748
889	0.4051745046
890	0.4050789837
891	0.404950877
892	0.4048634223
893	0.4047932028
894	0.4047009068
895	0.4046456148
896	0.404583814
897	0.4044118129
898	0.4043116522
899	0.4041908449
900	0.4041035093
901	0.4039632124
902	0.4037830045
903	0.4036586966
904	0.4035716479
905	0.4034687221
906	0.4034373552
907	0.4033373818
908	0.4032151067
909	0.4031228147
910	0.4030045426
911	0.4028412228
912	0.4027355123
913	0.4025597656
914	0.4024042976
915	0.4022769794
916	0.4021762871
917	0.4021033221
918	0.4020229471
919	0.4018825963
920	0.4017425499
921	0.4017099244
922	0.4016224699
923	0.4014933282
924	0.4014309847
925	0.4013374656
926	0.4012335317
927	0.4011584018
928	0.4011097106
929	0.4009542718
930	0.4008957598
931	0.4007852278
932	0.4006777831
933	0.4005713949
934	0.400444851
935	0.4003314987
936	0.4001892434
937	0.4001185
938	0.4000046491
939	0.3998609812
940	0.3997669109
941	0.3996719733
942	0.3995576907
943	0.399451664
944	0.3993587973
945	0.399271922
946	0.399146464
947	0.3990910522
948	0.3990584754
949	0.3989386373
950	0.3988260505
951	0.398669978
952	0.3985503276
953	0.3984515773
954	0.3983456871
955	0.3982093277
956	0.3980571656
957	0.3979901598
958	0.3978576049
959	0.3978054199
960	0.3976897787
961	0.3976021435
962	0.3974675156
963	0.397336566
964	0.3972042688
965	0.3971245683
966	0.3970711727
967	0.396996272
968	0.3968826115
969	0.3967373852
970	0.396623748
971	0.3964777037
972	0.3964017563
973	0.3963242266
974	0.3962064489
975	0.3960971852
976	0.3960424412
977	0.3958074928
978	0.3957284826
979	0.3955950296
980	0.3954694185
981	0.3953863747
982	0.3952343007
983	0.3951772741
984	0.3950658711
985	0.3949200536
986	0.3948279293
987	0.3946828479
988	0.3945607842
989	0.3944908442
990	0.3944013722
991	0.3943018193
992	0.3942251261
993	0.3941116271
994	0.3940097159
995	0.3939005343
996	0.3938891967
997	0.3938736492
998	0.3937531365
999	0.3936070145
477
998	0.3937757809
999	0.3937276932
